Clave,Descripcion,Marca,UnidadMedida,Linea,Division,Largo,Ancho,Precio,Descuento,Alta,Modificacion,Responsable,FraccionArancelaria
PM68,"POLYLAM MDL 3.250"" D-1.2 2"" D-1.2 VERDE+D-61.25"" BCO+D-6.125"" BCO+1"" D-1.2 VERDE DE 1.27 X 2.80 MTS.",POLYLAM MDL,PZ,PL,2,2.8,1.27,36.87,0,2011-08-03,2014-06-23,BELENL,39211901
PL275,"POLYLAM 2"" D-2.2 .500"" DE 1.25 X 2.77 MTS. BLANCO",POLYLAM,PZ,PL,2,2.6,1.22,28.19,0,2011-08-25,2011-08-29,ALEJANDRA,39211901
PL272,POLYLAM .500 D-1.5 2.5 DE 1.27 X 2.80 MTS. NEGRO,POLYLAM,PZ,PL,2,2.8,1.27,29.13,0,2011-08-15,2011-08-15,ALEJANDRA,39211901
PY128,"POLYFOAM LINER D-11.50 .060""  DE .030 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.03,69.27,0,2012-05-16,2012-05-16,MIREYAS,NULL
OT8,"POLYPROTECTOR CUELLO .500"" D-1.2 VERDE",OTROS,PZ,OT,6,0,0,5.25,0.1,2010-10-27,2013-09-06,MIREYAS,NULL
PH34,"POLYFOAM HOJA 3/4 D-1.7 .750"" DE 1.27 X 2.80 MTS. BCO",POLYFOAM HOJA,PZ,PL,2,2.8,1.27,114.4,0,2010-09-21,2010-09-21,ALEJANDRA,39211901
PL300,"POLYLAM 1"" D-1.2 .500"" A/S DE 1.27 X 3.08 MTS. ROSA",POLYLAM,PZ,PL,2,3.08,1.27,11.33,0,2011-12-15,2011-12-15,ALEJANDRA,39211901
PM74,"POLYLAM MDL 2.125"" D-1.2 2"" VERDE + D-6 .125"" BLANCO DE 1.27 X 2.62 MTS.",POLYLAM MDL,PZ,PL,2,2.62,1.27,26.06,0,2011-12-30,2011-12-30,ALEJANDRA,39211901
PM75,"POLYLAM MDL 2"" D-4.5 .250"" AZUL+D-2.2 1.5"" BLANCO+D-4.5 .250"" ROJO DE 1.20 X 2.75 MTS.",POLYLAM MDL,PZ,PL,2,2.75,1.2,780,0.2,2012-01-19,2012-01-19,ALEJANDRA,39211901
PM76,"POLYLAM MDL 1.5"" D-4.5 .250"" AMARILLO + D-1.2 1"" BCA+D-4.5 .250"" NARANJA DE 1.20 X 2.75 MTS.",POLYLAM MDL,PZ,PL,2,2.75,1.2,550,0.1,2012-02-13,2012-02-13,ALEJANDRA,39211901
PL309,"POLYLAM 1.5"" D-1.2 1"" DE 1.25 X 2.54 MTS. BLANCO",POLYLAM,PZ,PL,2,2.54,1.25,14.63,0,2012-02-17,2012-02-17,ALEJANDRA,39211901
PR157,"POLYROLL 1/8""  DE .66 X 105 MTS.",POLYROLL,PZ,RO,1,105,0.66,190.59,0,2012-06-14,2017-01-20,BELENL,39211901
PO2,"POLYBARRIER 1/8""  DE .90 X 100 MTS. BCO",POLYBARRIER,PZ,RO,1,100,0.9,1031.4,0,2012-12-10,2012-12-10,MIREYAS,39211901
PH29,"POLYFOAM HOJA 1/16""  DE 45"" X 45""",POLYFOAM HOJA,ML,PL,2,115,115,2198,0,2010-08-02,2010-10-06,SONIA,39211901
PL288,"POLYLAM 1"" D-1.2 2"" DE 1.27 X 2.94 MTS. BLANCO",POLYLAM,PZ,PL,2,2.94,1.27,15.28,0,2011-10-14,2013-07-02,MIREYAS,39211901
PL302,"POLYLAM 1.5"" D-1.2 .500"" DE 1.25 X 2.77 MTS. BLANCO",POLYLAM,PZ,PL,2,2.77,1.25,13.26,0,2011-12-16,2011-12-16,ALEJANDRA,39211901
PL306,"POLYLAM 1.5"" D-1.5 .500"" DE 1.27 X 2.87 MTS. NEGRO",POLYLAM,PZ,PL,2,2.87,1.25,14.45,0,2012-02-09,2012-02-09,ALEJANDRA,39211901
PL312,"POLYLAM 1.5"" D-1.2  1"" DE 1.25 X 2.89 MTS. BLANCO",POLYLAM,PZ,PL,2,2.89,1.25,144.14,0,2012-03-08,2012-03-08,MIREYAS,39211901
PM82,"POLYLAM MDL 1.5"" D-4.5 .250"" AMARILO + D-1.2 1"" BCA + D-4.5 .250"" ROJO DE 1.20 X 2.75 MTS.",POLYLAM MDL,PZ,PL,2,2.75,1.2,650,0,2012-04-27,2012-04-27,MIREYAS,39211901
PM84,"POLYLAM MDL 1.5"" D-4.5 .250"" AZUL + D-1.2 1"" BCA + D-4.5 .250"" AMARILLO DE 1.20 X 2.75 MTS",POLYLAM MDL,PZ,PL,2,2.75,1.2,650,0,2012-04-27,2012-04-27,MIREYAS,39211901
PM87,"POLYLAM MDL 1.5"" D-4.5 .250""AZUL + D-2.2 1"" BCA+D-4.5 .250"" NARANJA DE 1.20 X 2.75 MTS.",POLYLAM MDL,PZ,PL,2,2.75,1.2,650,0.1,2012-05-04,2012-05-04,MIREYAS,39211901
PM88,"POLYLAM MDL 1.5"" D-4.5 .250 VERDE + D-2.2 1! BCA+D-4.5 .250"" NARANJA DE 1.20 X 2.75 MTS.",POLYLAM MDL,PZ,PL,2,2.75,1.2,650,0.1,2012-05-04,2012-05-04,MIREYAS,39211901
PL295,"POLYLAM .500"" D-1.2 1"" DE 1.27 X 294 MTS. BLANCO",POLYLAM,PZ,PL,2,294,1.27,7.64,0,2011-11-03,2011-11-03,ALEJANDRA,39211901
PL297,"POLYLAM .500"" D-2.2 2.5"" DE 1.25 X 2.77 MTS. BLANCO",POLYLAM,PZ,PL,2,2.77,1.25,33.68,0,2011-11-16,2011-11-16,ALEJANDRA,39211901
PL307,"POLYLAM .500"" D-1.5 2"" DE 1.25 X 2.77 MTS. NEGRO",POLYLAM,PZ,PL,2,2.77,1.25,18.72,0,2012-02-13,2012-02-13,ALEJANDRA,39211901
IA98,POLIESTIRENO EXTRUIDO INSUFOAM 2 D 1 DE 122 X 450 MTS. BCO,POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,45,122,592.92,0.15,2010-12-14,2010-12-14,ALEJANDRA,39211101
IA83,"POLIESTIRENO EXTRUIDO INSUFOAM 2"" D-32  DE 1.22 X 7.32 MTS. BLANCO C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,7.32,1.22,482.22,0,2010-10-04,2010-10-05,SONIA,39211101
PL308,"POLYLAM 2.5"" AS D-1.7 .500"" DE 1.27 X 2.80 MTS.",POLYLAM,PZ,PL,2,2.8,1.27,473.8,0,2012-02-16,2014-03-25,MIREYAS,39211901
PY141,"POLYFOAM LINER D-7 .075"" DE .032 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.032,62.82,0,2012-05-17,2017-07-13,MIREYAS,NULL
PY146,"POLYFOAM LINER D-7 .075""  DE .114 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.114,214.64,0,2012-05-17,2012-05-17,MIREYAS,NULL
PY18,"POLYFOAM LINER D-6.5 .075"" DE 1.40 X 100 MTS. C/A 11CMS",POLYFOAM LINER,PZ,RO,1,100,1.4,1375,0.2,NULL,2009-10-13,ANA,NULL
PY165,"POLYFOAM LINER D-7 .075""  DE .062 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.062,122.65,0,2012-05-17,2012-05-17,MIREYAS,NULL
PL310,"POLYLAM 1.5"" D-1.5 .750"" DE 1.27 X 2.80 MTS.  BLANCO",POLYLAM,PZ,PL,2,2.8,1.27,148.54,0,2012-02-24,2012-02-24,RODO,39211901
PL318,"POLYLAM 3"" AS D-1.7 .500"" DE 1.27 X 2.80 MTS.",POLYLAM,PZ,PL,2,2.8,1.27,644.2,0,2012-04-26,2014-03-25,MIREYAS,39211901
IK13,"POLIESTIRENO EXTRUIDO INSUFOAM 4000 1.5"" DE 1.22 X 3.81 MTS. AMARILLO C/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,IN,2,3.81,1.22,24.18,0,2011-09-07,2011-09-07,ALEJANDRA,39211101
PL285,POLYLAM 1 D-1.2 1.5 DE 1.27 X 2.56 MTS. VERDE,POLYLAM,PZ,PL,2,2.56,1.27,12.13,0,2011-10-12,2011-10-12,ALEJANDRA,39211901
PL287,"POLYLAM 1"" D-1.2 1"" DE 1.27 X 294 MTS. BLANCO",POLYLAM,PZ,PL,2,294,1.27,7.64,0,2011-10-14,2011-10-14,ALEJANDRA,39211901
PL290,"POLYLAM .500"" D-1.2 2"" DE 1.27 X 294 MTS. BLANCO",POLYLAM,PZ,PL,2,294,1.27,15.28,0,2011-10-28,2011-10-28,ALEJANDRA,39211901
PL292,"POLYLAM 1"" D-1.7 4.5"" DE 1.27 X 310 MTS. ROSA",POLYLAM,PZ,PL,2,310,1.27,72.53,0,2011-10-31,2011-10-31,ALEJANDRA,39211901
PL294,"POLYLAM .500"" D-1.2 4"" DE 1.27 X 296 MTS. BLANCO",POLYLAM,PZ,PL,2,296,1.27,29.22,0,2011-10-31,2011-10-31,ALEJANDRA,39211901
PL269,"POLYLAM 6"" D-1.2 DE 1.27 X 2.80 MTS. BLANCO",POLYLAM,PZ,PL,2,2.8,1.27,50.74,0,2011-08-05,2011-08-05,ALEJANDRA,39211901
IP101,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS 1.5"" DE 1.22 X 6.40 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,6.4,1.22,638.69,0,2011-08-09,2011-08-09,ALEJANDRA,39211101
PM72,"POLYLAM MDL 3.125"" D-1.7 3"" BLANCO+ D-6 .125"" AZUL DE 1.27 X 2.80 MTS. BLANCO",POLYLAM MDL,PZ,PL,2,2.8,1.27,36,0,2011-09-29,2011-09-29,ALEJANDRA,39211901
PL289,"POLYLAM 1"" D-1.2 4"" DE 1.27 X 2.96 MTS. BLANCO",POLYLAM,PZ,PL,2,296,1.27,29.22,0,2011-10-17,2011-11-18,ALEJANDRA,39211901
PL291,"POLYLAM 1"" D-1.7 1"" DE 1.27 X 310 MTS. ROSA",POLYLAM,PZ,PL,2,310,1.27,16.12,0,2011-10-31,2011-10-31,ALEJANDRA,39211901
PL304,"POLYLAM 4"" D-2.2 .500"" DE 1.27 X 2.80 MTS. BLANCO",POLYLAM,MT,PL,2,2.8,1.27,0,0,2012-01-20,2014-03-25,MIREYAS,39211901
PL303,"POLYLAM .750"" 1/4 DE 90 X  2.00 MTS. BLANCA",POLYLAM,PZ,PL,2,2,90,45,0,2012-01-20,2012-01-20,ALEJANDRA,39211901
PY148,"POLYFOAM LINER D-7 075""  DE .036 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.036,71.55,0,2012-05-17,2012-05-17,MIREYAS,NULL
PY171,"POLYFOAM LINER D-11.5 .060"" DE .042 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.042,97.49,0,2012-05-22,2013-05-22,MIREYAS,NULL
PL311,"POLYLAM 3.5"" D- 2.2 1"" DE 1.25 X 2.77 MTS. BLANCO",POLYLAM,PZ,PL,2,2.77,1.25,554.38,0,2012-03-01,2012-03-01,MIREYAS,39211901
IP98,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS 2"" DE 1.22 X 7.53 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,7.53,1.22,1002.9,0.1,2011-08-08,2011-08-08,ALEJANDRA,39211101
PL244,"POLYLAM D-8.125""+D-2.2.500""L/A 1""+D-8.125""L/A 1.250"" DE 1.20 X 2.10 MTS. BLANCO",POLYLAM,PZ,PL,2,2.1,1.2,440.23,0.14,2011-03-23,2011-03-23,ALEJANDRA,39211901
PM85,"POLYLAM MDL 1.5"" D-4.5 .250"" AMARILLO+D-2.2 1"" BCA+D-4.5 .250"" NARANJA DE 1.20 X 2.75 MTS.",POLYLAM MDL,PZ,PL,2,2.75,1.2,650,0.1,2012-05-04,2012-05-04,MIREYAS,39211901
PM70,"POLYLAM MDL 2"" D-1.2 VERDE + D-6 .125"" BLANCO 2.125"" DE 1.27 X 2.800 MTS.",POLYLAM MDL,PZ,PL,2,2.8,1.27,26.06,0,2011-08-09,2011-08-09,ALEJANDRA,39211901
PL317,"POLYLAM 2.250"" D-1.5  DE 1.27 X 2.80 MTS. BCO",POLYLAM,PZ,PL,2,2.8,1.27,342,0,2012-04-23,2012-04-23,MIREYAS,39211901
IP122,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS 2"" DE 1.22 X 3.66 MTS. BLANCO C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,3.66,1.22,438.26,0,2012-05-24,2012-05-24,MIREYAS,39211101
PL321,"POLYLAM 1"" D-1.2  DE 1.27 X 3.08 MTS. BCO",POLYLAM,PZ,PL,2,3.08,1.27,99.07,0,2012-06-07,2014-03-25,MIREYAS,39211901
PL323,"POLYLAM D-1.7 .500 L/A 4"" AS DE 1.27 X 2.80 MTS.",POLYLAM,PZ,PL,2,2.8,1.27,623.93,0,2012-06-27,2014-03-25,MIREYAS,39211901
PL277,"POLYLAM 1"" D-1.2 2"" DE 1.25 X 2.77 MTS. BLANCO",POLYLAM,PZ,PL,2,2.8,1.27,24,0,2011-08-26,2011-08-26,ALEJANDRA,39211901
PL286,"POLYLAM 1"" D-1.2 1"" DE 1.27 X 2.80 MTS. BLANCO DEVASTADA A 3/4""",POLYLAM,PZ,PL,2,2.8,1.27,161,0.1,2011-10-12,2011-10-12,ALEJANDRA,39211901
PL232,"POLYLAM 1"" D-1.5  3"" DE 1.27 X 2.80 MTS. NEGRO",POLYLAM,PZ,PL,2,294,1.25,24.85,0,2011-02-24,2011-09-30,ALEJANDRA,39211901
PL233,"POLYLAM D-1.5 1"" DE 1.27 X 2.94 MTS. NEGRO",POLYLAM,PZ,PL,2,294,1.25,9.26,0,2011-03-02,2014-03-20,MIREYAS,39211901
PL215,"POLYLAM 2"" D-4.2 .500"" DE 1.21 X 2.75 MTS. BLANCO",POLYLAM,PZ,PL,2,0,1.21,589.68,0,2011-01-20,2011-03-07,ALEJANDRA,39211901
PR123,"POLYROLL 1/32"" DE 2 X 315 MTS. BLANCO P/A 16""",POLYROLL,PZ,RO,1,315,2,643.62,0,2011-01-20,2011-03-07,ALEJANDRA,39211901
PY19,"POLYFOAM LINER .090"" DE 1.40 X 100 MTS.C/A 115 MM.",POLYFOAM LINER,PZ,RO,1,100,1.4,1456,0.2,NULL,2009-10-13,ANA,NULL
PY136,"POLYFOAM LINER D-6.5 .075""  DE .090 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.09,152.94,0,2012-05-16,2014-09-01,MIREYAS,NULL
PL218,"POLYLAM 3"" AS D-2.2 .500"" DE 1.27 X 2.80 MTS.",POLYLAM,PZ,PL,2,2.8,1.27,756.6,0,2011-01-21,2011-03-07,ALEJANDRA,39211901
PL220,"POLYLAM 4"" AS D-2.2 .500"" DE 1.27 X 2.80 MTS.",POLYLAM,PZ,PL,2,2.8,1.27,1033.5,0,2011-01-21,2011-03-07,ALEJANDRA,39211901
PL219,"POLYLAM 3.5"" AS D-2.2 .500"" DE 1.27 X 2.80 MTS.",POLYLAM,PZ,PL,2,2.8,1.27,916.11,0,2011-01-21,2011-03-07,ALEJANDRA,39211901
PL221,"POLYLAM 4.2 pcf  4.5"" X 47"" X 108"" WHITE",POLYLAM,PZ,PL,2,2.75,1.2,1700.27,0,2011-01-31,2016-11-30,MIREYAS,39211901
PY94,"POLYFOAM LINER .075"" D-6.5 1.40 X 100 MTS. C/A BOBINAS DE 28.5 MM",POLYFOAM LINER,PZ,RO,1,100,1.4,2074.6,0.18,2010-08-27,2010-08-27,SONIA,NULL
IA115,"POLIESTIRENO EXTRUIDO INSUFOAM 2"" DE 1.22 X 6.50 MTS. BLANCO C/M",POLIESTIRENO EXTRUIDO INSUFOAM,PZ,IN,2,6.5,1.22,856.44,0.15,2011-03-25,2011-03-25,ALEJANDRA,39211101
PR143,"POLYROLL .500"" 3.3  DE .20 X 30 MTS. NEGRO",POLYROLL,RL,RO,1,30,0.2,392.5,0,2012-05-04,2012-05-07,MIREYAS,39211901
PL28,"POLYLAM 2.5"" AS D-1.7 1"" DE 1.27 X 2.80 MTS.",POLYLAM,PZ,PL,2,2.8,1.27,551,0,NULL,2010-11-03,RODO,39211901
PL7,"POLYLAM 1.5"" D-1.7 .500"" DE 1.27 X 2.80 MTS. BLANCO",POLYLAM,PZ,PL,2,2.8,1.27,279,0,NULL,2011-12-19,ALEJANDRA,39211901
PL22,"POLYLAM 2"" D-1.2 1"" DE 1.24 X 3.09 MTS. VERDE",POLYLAM,PZ,PL,2,3.09,1.24,245,0,NULL,2010-06-16,CIDIREC04,39211901
PL69,"POLYLAM 1"" D-2.2 .500"" DE 1.27 X 2.80 MTS. BLANCO",POLYLAM,PZ,PL,2,2.8,1.27,203,0,NULL,2011-02-23,ALEJANDRA,39211901
PL43,"POLYLAM 1"" D-4.2 .500"" DE 1.20 X 2.75 MTS. BLANCO",POLYLAM,PZ,PL,2,2.75,1.2,327,0.2,NULL,2011-02-23,ALEJANDRA,39211901
PL44,"POLYLAM 3"" D-1.2 1"" DE 1.27 X 2.80 MTS. VERDE",POLYLAM,PZ,PL,2,2.8,1.27,389,0.2,NULL,2011-02-23,ALEJANDRA,39211901
PM8,"POLYLAM MDL 1 1/8"" D-1.7 1"" + D-8 .125"" AS DE 1.27 X 2.80 MTS.",POLYLAM MDL,PZ,PL,2,2.8,1.27,240,0,NULL,2010-06-17,CIDIREC04,39211901
PM157,"POLYLAM MDL 1.7 PCF,1.5""+6 PCF,.125"", 1.625"" X 48"" X108"" WHITE",POLYLAM MDL,PZ,NULL,2,108,48,400,0,2015-12-28,2015-12-28,RODO,39211901
PR163,"POLYROLL 1/8""  DE .20 X 105 MTS. P/A 30 CM",POLYROLL,PZ,RO,1,105,0.2,69.89,0,2012-08-13,2014-03-19,BELENL,39211901
PI22,"POLYFOAM LAMINATED D-11.5 .060"" DE 1.22 X 100 MTS",POLYFOAM LAMINATED,PZ,NULL,1,100,1.22,2738.33,0,2015-01-07,2019-04-02,MIREYAS,39211901
PH42,"POLYFOAM HOJA 1/16"" DE 10 X 30 CMS. BLANCO",POLYFOAM HOJA,PZ,PL,2,30,10,65,0,2011-03-22,2011-03-22,ALEJANDRA,39211901
PR204,"POLYROLL  1/32""  DE .66 X 315 MTS. BLANCO P/A  5 MTS.",POLYROLL,PZ,RO,1,315,0.66,242.3,0,2014-03-19,2014-03-19,BELENL,39211901
PL380,"POLYLAM 4.2 PCF 1"" X 47"" X 108"" WHITE",POLYLAM,PZ,PL,2,108,47,384.76,0,2014-03-28,2014-03-28,MIREYAS,39211901
PL381,"POLYLAM 4.2 PCF 1.5"" X 47"" X 108"" WHITE",POLYLAM,PZ,PL,2,108,47,593.89,0,2014-03-28,2014-03-28,MIREYAS,39211901
PL383,"POLYLAM 4.2 PCF 2.5"" X 47"" X 108"" WHITE",POLYLAM,PZ,PL,2,108,47,1006.57,0,2014-03-28,2014-03-28,MIREYAS,39211901
PL424,"POLYLAM 1.5 PCF 4"" X 48"" X 108"" WHITE",POLYLAM,PZ,PL,2,108,48,839.81,0,2014-03-31,2014-03-31,MIREYAS,39211901
PM114,"POLYLAM MDL 1.7 PCF 1"" + 4.5 PCF .250"" WHITE 1.250"" X 47"" X 108""",POLYLAM MDL,PZ,PL,2,108,47,415.22,0,2014-04-08,2014-04-08,MIREYAS,39211901
PM116,"POLYLAM MDL 3.3 PCF +8 PCF .125"" WHITE, .625"" X 47"" X 83""",POLYLAM MDL,PZ,PL,2,83,47,305.84,0,2014-04-11,2014-08-07,MIREYAS,39211901
PL471,"POLYLAM 1.2 PCF 1"" X 48"" X114"" WHITE",POLYLAM,PZ,PL,2,114,48,7.66,0,2014-04-25,2014-04-25,MIREYAS,39211901
PL12,"POLYLAM 1.5"" D-1.7 .750"" DE 1.25 X 2.77 MTS. BLANCO",POLYLAM,PZ,PL,2,2.77,1.25,149,0,NULL,2010-06-16,CIDIREC04,39211901
CP22,"CRYSTALPACK 3/16"" DE 1.22 X 123 MTS EN BOBINA DE 24"" Y PRECORTE DE 12""",CRYSTALPACK,PZ,NULL,3,123,1.22,357,0,2016-04-14,2017-04-04,BELENL,39211901
PM161,"POLYLAM MDL 1.7 PCF, 1"" BLACK + 6 PCF,.125"" BLUE, 1.125"" X 48"" X 108""",POLYLAM MDL,PZ,NULL,2,108,48,14.38,0,2016-04-19,2016-04-19,MIREYAS,39211901
PM112,"POLYLAM MDL 1/8"" + 3.3 PCF,.500"" WHITE + 1/8"",.750"" X 47"" X 108""",POLYLAM MDL,PZ,PL,2,108,47,199.99,0,2014-04-04,2014-04-04,MIREYAS,39211901
PH60,"POLYFOAM SHEET 1/4"" X 9.84"" X 12.99"" WHITE",POLYFOAM HOJA,ML,PL,2,12.99,9.84,520,0,2014-04-22,2014-04-22,MIREYAS,39211901
PR215,"POLYROLL 1/4"" DE 2 X 55 MTS BLANCO P/A 1.48 MTS",POLYROLL,PZ,NULL,1,55,2,450,0,2015-12-10,2015-12-10,MIREYAS,39211901
PL390,"POLYLAM 6.5 PCF 2.5"" X 47"" X 108"" WHITE",POLYLAM,PZ,PL,2,108,47,1819.24,0,2014-03-28,2014-03-28,MIREYAS,39211901
PY170,"POLYFOAM LINER D-6.5 .075"" DE .044 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.044,76.47,0,2012-05-22,2012-05-22,MIREYAS,NULL
PR147,"POLYROLL 1/32""  DE .35 X 315 MTS. BCO",POLYROLL,PZ,RO,1,315,0.35,132.16,0,2012-05-16,2012-05-16,MIREYAS,39211901
PY203,"POLYFOAM LINER D-11.5 .060"" DE .070 X 100 MTS",POLYFOAM LINER,PZ,NULL,1,100,0.07,160.35,0,2014-12-24,2014-12-24,MIREYAS,NULL
PL395,"POLYLAM 1.7 PCF 1.5"" X 48"" X 108"" WHITE",POLYLAM,PZ,PL,2,108,48,323.34,0,2014-03-28,2014-04-10,MIREYAS,39211901
PL401,"POLYLAM 2.2 PCF 1.5"" X 48"" X 108"" WHITE",POLYLAM,PZ,PL,2,108,48,385.85,0,2014-03-31,2014-03-31,MIREYAS,39211901
PL420,"POLYLAM 1.5 PCF 2"" X 48"" X 108"" WHITE",POLYLAM,PZ,PL,2,108,48,394.5,0,2014-03-31,2014-03-31,MIREYAS,39211901
PL430,"POLYLAM 1.2 PCF 3.5"" X 48"" X 108"" GREEN",POLYLAM,PZ,PL,2,108,48,592.53,0,2014-03-31,2014-03-31,MIREYAS,39211901
PL440,"POLYLAM 3.3 PCF 1.5"" X 47"" X 108"" WHITE",POLYLAM,PZ,PL,2,108,47,540.09,0,2014-03-31,2014-03-31,MIREYAS,39211901
PL457,"POLYLAM 1.7 PCF A/S 3"" X 48"" X 108""",POLYLAM,PZ,PL,2,108,48,635.04,0,2014-03-31,2014-03-31,MIREYAS,39211901
PR144,"POLYROLL D-3.3 .500""  DE .20 X 30 MTS. BLANCO",POLYROLL,PZ,RO,1,30,0.2,392.5,0,2012-05-07,2017-01-20,BELENL,39211901
PY124,"POLYFOAM LINER D-6.5 .075"" DE .032 X 100 MTS. BCO",POLYFOAM LINER,PZ,RO,1,100,0.032,53.35,0,2012-05-16,2012-05-16,MIREYAS,NULL
PF10,"POLYFOAM LAMINATED BOLSA 1/C 1/16"" X .10 X .10 MTS C/APERTURA EN .10 MTS",POLYFOAM BOLSA,ML,NULL,1,0.1,0.1,170,0,2015-06-15,2019-04-02,MIREYAS,39211901
IK52,"POLIESTIRENO EXTRUIDO INSUFOAM 4000,1"" X1.22 X 2.44 MTS NARANJA C/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,IN,2,2.44,1.22,133,0,2014-10-23,2015-04-21,MIREYAS,39211101
IP92,"POLIESTIRENO EXTRUIDO INSUFOAM PLUS 2"" DE 1.22 X 7.70 MTS. C/M",POLIESTIRENO EXTRUIDO INSUFOAM PLUS,PZ,IN,2,7.7,1.22,1024.51,0.2,2011-07-20,2011-07-20,ALEJANDRA,39211101
PY122,"POLYFOAM LINER D-6.5 .075"" DE 1.40 X 100 MTS. BLANCO C/A 120 MM",POLYFOAM LINER,PZ,RO,1,100,1.4,2294.09,0.14,2011-12-08,2011-12-08,ALEJANDRA,NULL
PR140,"POLYROLL .040"" DE 2 X 210 MTS. BLANCO C/A 30 CM",POLYROLL,PZ,RO,1,210,2,624.81,0,2012-01-31,2017-01-20,BELENL,39211901
PH4,"POLYFOAM HOJA 1/16"" DE 15 1/4"" X 12 1/4""",POLYFOAM HOJA,PZ,PL,2,12.25,15.25,244,0,NULL,2011-02-23,ALEJANDRA,39211901
PL168,"POLYLAM 2"" D-1.7 1"" DE 1.25 X 2.77 MTS. NEGRO",POLYLAM,PZ,PL,2,2.77,1.25,291.5,0,2010-06-11,2011-07-12,ENRIQUEE,39211901
PO1,"POLYBARRIER 1/4"" X 35"" X 164"" WHITE",POLYBARRIER,PZ,RO,1,164,35,819,0,2010-11-23,2010-11-23,ALEJANDRA,39211901
PY4,"POLYFOAM LINER L/A 1/C  1/8"" DE 0.90 X 100 MTS.",POLYFOAM LINER,PZ,RO,1,100,0.9,531,0.2,NULL,2010-08-19,SONIA,NULL
PY1,"POLYFOAM LINER 1/32"" L/A 1/C DE 0.90 X 300 MTS.",POLYFOAM LINER,PZ,RO,1,300,0.9,873,0,NULL,2010-11-10,ALEJANDRA,NULL
PL170,"POLYLAM 1.5"" D-1.7 1"" DE 1.25 X 2.77 MTS.",POLYLAM,PZ,PL,2,2.77,1.25,382,0,2010-06-21,2014-03-25,MIREYAS,39211901
CP16,"CRYSTALPACK 3/16"" DE 1.22 X 123 MTS. C/A 40 CM Y P/A 40 CM",CRYSTALPACK,PZ,CP,3,123,1.22,265,0,2010-06-24,2010-06-24,CIDIREC04,39211901
PL29,"POLYLAM 3"" AS D-1.7 1"" DE 1.27 X 2.80 MTS.",POLYLAM,PZ,PL,2,2.8,1.27,580,0,NULL,2011-03-07,ALEJANDRA,39211901
PL40,"POLYLAM 2"" D-3.3 .500"" DE 1.20 X 2.75 MTS. BLANCO",POLYLAM,PZ,PL,2,2.75,1.2,566,0.2,NULL,2010-11-03,RODO,39211901
PH79,"POLYFOAM SHEET 1/16"" X .24  X .31 MTS",POLYFOAM HOJA,ML,NULL,2,0.31,0.24,130,0,2016-04-26,2016-04-26,MIREYAS,39211901
IK42,"INSUFOAM 4000, 1"" X 48"" X 301.19"" ORANGE C/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,IN,2,301.19,48,465.01,0,2014-05-02,2014-05-02,MIREYAS,39211101
IK43,"INSUFOAM 4000, 1"" X 48"" X 242.13"" ORANGE C/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,IN,2,242.13,48,373.75,0,2014-05-02,2014-05-02,MIREYAS,39211101
PH62,"POLYFOAM SHEET 1.2 PCF,.500"" X 48"" X 108"" WHITE",POLYFOAM HOJA,PZ,PL,2,108,48,3.63,0,2014-04-30,2014-04-30,MIREYAS,39211901
IK74,"INSUFOAM 4000, 1"" X 48"" X 196.85"" C/M",POLIESTIRENO EXTRUIDO INSUFOAM 4000,PZ,NULL,2,196.85,48,25.36,0,2015-05-19,2015-05-19,MIREYAS,39211101
PM71,"POLYLAM MDL .500"" D-1.2 2"" VERDE+D-6PCF.125""WHITE 2.125"" DE 1.27 X 2.80 MTS.",POLYLAM MDL,PZ,PL,2,2.8,1.27,26.06,0,2011-08-09,2011-08-09,ALEJANDRA,39211901
PL280,POLYLAM 2 D-1.7 500 DE 1.27 X 2.80 MTS. ROSA ANTIESTATICO,POLYLAM,PZ,PL,2,2.8,1.27,28.61,0,2011-09-06,2011-09-06,ALEJANDRA,39211901
